series,index,angle_deg,input_present,output_present,cp2k_version,run_type,basis,scf_converged,program_ended,scf_steps,multiplicity,relative_cutoff_ha,input_sha256,output_sha256,atoms,lower_c,upper_c,hydrogen,separation_angstrom,xyz_sha256,input_cutoff,input_ngrids,input_eps_default,input_eps_scf,input_max_scf,input_scf_guess,input_added_mos,input_electronic_temperature,input_periodic,alpha_present,alpha_rows,alpha_fermi_ha,alpha_emin_ev,alpha_emax_ev,alpha_sha256,alpha_output_mos,alpha_electrons,alpha_rows_match_output,beta_present,beta_rows,beta_fermi_ha,beta_emin_ev,beta_emax_ev,beta_sha256,beta_output_mos,beta_electrons,beta_rows_match_output
SZV/IL_25_z2-0,47,58.2,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,67,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,eadf34ed47ee975ce474351ec8d87c76cefbe713d7b50fd4fd41a47bc54b0b9b,2292,1250,957,85,2.0,3fb0de45b9d3d3f82d22692fd69578a4f751fe2a99b31094cf2af6d7b2a7aefa,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4757,0.056653,-23.095825438303997,2.6172453358879997,6dc804789884d82c18f0da094317c797c4c7d55e25013bbae80ea787315e70f8,4757,4457,True,True,4756,0.056653,-23.095798226919996,2.611585368016,a7751e40d33dc2bcedc0fc7b2c9c6aa369b4f89716dd2813bddf0685d128ea36,4756,4456,True
SZV/IL_25_z2-0,48,58.8,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,70,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,4bf668c0125fe0984e3d5c5e6ea2fa44835159b73acce46e900805b79f60a16a,2290,1250,955,85,2.0,dbdf8621a2b60684d9047f57d95ac5b851bf6bd8205400f5efeea3009c6e354a,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4753,0.055202,-23.117648968271997,2.643368264528,53bc732a63026d739c8e76d77217866871a90580bb5607ae544ed9b21b6b11cd,4753,4453,True,True,4752,0.055202,-23.117648968271997,2.6360211908479996,ac6f013ca695c77017001ae86405502aaea2a28d8bae06dc67f87b55092f9a49,4752,4452,True
SZV/IL_25_z2-0,49,59.4,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,98,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,38786988eec891bdf97aa7a02347c1808a97416b7704c9103d43473f1a6716b8,2316,1250,981,85,2.0,25a4e8080d6f7c80fd9198943c45834ee6ee4bbc4f5c13fbbd6ec1faa5154342,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4805,0.055555,-23.098981958848,2.6989611220399996,b42eea02ee613521601e7bc1d36b8e4f417c18fde67b334ee2803134f7197df2,4805,4505,True,True,4804,0.055555,-23.098954747464,2.691831739432,e6dabf8f5b712d02ff4b6a97f992b8f87d22710f39cea4b8798ed555bbd13b08,4804,4504,True
SZV/IL_25_z2-0,4,32.4,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,51,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,aa2f7893ea1c89babea9fd2fdf391bf7b528edd1e5ed63b5b6eb1cc633efb0cb,2354,1250,1005,99,2.0,9445ac213cb94a0c5a248b0e27ef56d8609b40a8e1429b38fd9baff4a46c28fd,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4860,0.067744,-23.166629459472002,2.638769540632,ffe722f5164f969afa644290b9edfdf5487c7bc1600f405b929af3c6e0f87de1,4860,4560,True,True,4859,0.067744,-23.166602248088,2.636837532368,67a9319cfecaddb8019884d8aadc86cd63079a0df512ef6eaa7aa644b8685bec,4859,4559,True
SZV/IL_25_z2-0,50,60.0,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,62,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,af0e22d16a46cecc3d73f6dac5a0fb9e0d57c32674baf0c98a2e4bdc2523dad9,2320,1250,986,84,2.0,deeb712142ad7ca4e8ca12357fef71cff739b3a18eb731cea4eecf09031abd1e,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4814,0.046493,-22.515787576959998,2.9795921252319992,ce26084bdf4e6289e6b1fee7130c89cfa12192cabde530be70107cb40b8b19fd,4814,4514,True,True,4814,0.046493,-22.515787576959998,2.9795921252319992,0730658244e9efa3910498faef65dd031027caed0792cc649b6ba5dcbb165ac4,4814,4514,True
SZV/IL_25_z2-0,5,33.0,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,42,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,3d85015f2d2f72ab4972cf4d6b22926d590d1d440de6f26c26fb9ddc60332eb9,2358,1250,1008,100,2.0,ac6408a16185b968da57e95b1733b18476fba662a99394cd445634e72d952e4f,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4866,0.06876,-23.209460177888,2.6031770503599994,89a1d582ac37f6c2dd34eb457e875303853f1b0ed46b5c29c677a6fa05ce47ed,4866,4566,True,True,4866,0.06876,-23.209460177888,2.6031770503599994,89a1d582ac37f6c2dd34eb457e875303853f1b0ed46b5c29c677a6fa05ce47ed,4866,4566,True
SZV/IL_25_z2-0,6,33.6,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,44,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,f22f5adb0d356c687d3b8575322d256b17bd416c54edd85f9cb7fc860a6bff6f,2362,1250,1013,99,2.0,7af0a70a3f7d1d071a37d6dff07cb65caa803d24b2db1544b7f6a2b297d17d84,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4876,0.069864,-23.236154545592,2.57787046324,354fd0754c74b8652a59d09d3d3d6f8a235880ef0a54e7d1ce7b214d6160b0d0,4876,4576,True,True,4875,0.069864,-23.236100122824002,2.575503072832,7c8f8148c83d473b12cf1db4007a68294e1c7e04da9e46c0b6dd1a3a1beddf82,4875,4575,True
SZV/IL_25_z2-0,7,34.2,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,43,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,f538f7dad9bc2530725ddd724a759945414165515bf8fc13383c453baef62042,2354,1250,1004,100,2.0,5d00195fab05aa579fe6e9e6dbd476b39b9a230e5916fcc3342e3c390a0ad164,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4858,0.069194,-23.239664814128,2.583775333567999,f47ed6cafb65dfae6a197be039e59958fbc5a401f31cc00ba10218087a293f67,4858,4558,True,True,4858,0.069194,-23.239664814128,2.583775333567999,f47ed6cafb65dfae6a197be039e59958fbc5a401f31cc00ba10218087a293f67,4858,4558,True
SZV/IL_25_z2-0,8,34.8,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,43,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,6546473960ef3860e7199c175a7a2039c2dd4b220c8e0c34d121b7c170e2ae4b,2346,1250,998,98,2.0,cee15878483fba3fe8e40887e7ed51879d458e415882cbfcc8ae8a52c2e92db7,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4845,0.068667,-23.237134155416,2.5891631875999996,bbfb4e33ac0ed44af48f915ed0184f2d9744cf2157babf3decc936e6ef68a0c4,4845,4545,True,True,4845,0.068667,-23.237134155416,2.5891631875999996,bbfb4e33ac0ed44af48f915ed0184f2d9744cf2157babf3decc936e6ef68a0c4,4845,4545,True
SZV/IL_25_z2-0,9,35.4,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,43,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,916f0f92531bd905cbf71e1dc23d4a035a8df6bd6c95e987b85a3f96eaae3ea8,2352,1250,1003,99,2.0,45919fc6501e7bb18fe66e284dd4b8b2380060827cdcc7fb108795ac8a38acc5,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4856,0.068471,-23.217623593088,2.606088668448,b51a51b2faed692a631bbc95c1a54d9a07121865416a29310c371e4e4631d0e2,4856,4556,True,True,4855,0.068471,-23.217596381704002,2.601898115312,6185d927b3984f9b2f2b43330906b8af2bc33b3892c032e9718ce35338c628fa,4855,4555,True
SZV/IL_25_z2-20,0,30.0,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,33,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,c8ca7fcc3619b8b5da6edceb72eb5ca0e6efce63a0f2edd34ac9e555dc83da86,2358,1250,1009,99,2.2,5ec86c57362b827a0c3e73d43e3ac44183cca1bd019fbaf9e3c6e96ef5581447,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4868,0.050018,-21.753515076968,2.9376321711039997,bfab2aeaf8ecdb52e64ddb55fc2033538eed952bcb1660e75318886be4b60bf7,4868,4568,True,True,4867,0.050018,-21.753515076968,2.9309381706399997,c0a3eba3acd07cac8d6ae5069a990700f9578e59e8ebb62541b35702efc4b0d9,4867,4567,True
SZV/IL_25_z2-20,10,36.0,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,41,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,c01316d439f0fbd57d715f23e69c70ed64b1aa084596678692664dca2e3ca37f,2348,1250,999,99,2.2,deae5d7d0164d5bd883811474ad2795374b959f085b9d261628dd5b5b73baedd,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4848,0.048732,-21.743283596583996,2.9773335803600003,8c7d9361507d6f90b7d17c393d8ea8165b25909ae92be299a818c29dc201c9d2,4848,4548,True,True,4847,0.048732,-21.743283596583996,2.974095425664,a5e50afe68b75b3fe833cadb9edbe6286e01e3a8dfcfc5f0cc53ca28994e5e3f,4847,4547,True
SZV/IL_25_z2-20,11,36.6,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,36,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,e512d996190272a188bcfc714d50b02c6a55067aee285a79a23d0b1ec5462e5a,2350,1250,1002,98,2.2,e8171025af8e35b3de6c3eb647ade08dadbf97e093b3b7e7fc21b16c4de523e9,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4853,0.049601,-21.753297385895998,2.9667755633679995,0158fd082514ee73e3e703993539e412934f2aef7985ab25ee65ea4640473e75,4853,4553,True,True,4853,0.049601,-21.753297385895998,2.9667755633679995,0158fd082514ee73e3e703993539e412934f2aef7985ab25ee65ea4640473e75,4853,4553,True
SZV/IL_25_z2-20,12,37.2,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,30,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,a5ca1cf46262e6d658571085ffc081b574c5e97ece243bfa9be3c63b2f2aaaae,2346,1250,998,98,2.2,b4435a539fb4d59946a1fb6c9b51aeb3b486e404bf61103871c88c02872f6fed,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4845,0.049247,-21.758168223632,2.9673742138159995,4cc5db6ed05a28fcbd6491a3f72ecab91349c306744fa5967051d789eb3c7662,4845,4545,True,True,4845,0.049247,-21.758168223632,2.9673742138159995,4cc5db6ed05a28fcbd6491a3f72ecab91349c306744fa5967051d789eb3c7662,4845,4545,True
SZV/IL_25_z2-20,13,37.8,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,27,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,97a08350023d25443fd0fcb9a39a03392fe249f8e54799713884c37e86bffb99,2346,1250,998,98,2.2,b7fdd40ebe58b5cdfbf51f6fb07099c9e8501940909195323b2e7b2ac232ab8a,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4845,0.049816,-21.771719492863998,2.958748205088,c858525a52642154dad1d07fc873db83c815c8364f0f99329c3c84c7094b014f,4845,4545,True,True,4845,0.049816,-21.771719492863998,2.958748205088,c858525a52642154dad1d07fc873db83c815c8364f0f99329c3c84c7094b014f,4845,4545,True
SZV/IL_25_z2-20,14,38.4,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,45,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,2be97685b2af1b15e85f7e989798d3a1c7c4a5262c0b84b059748781c3209241,2342,1250,995,97,2.2,b827b0d2c99e102c971ac0e76dc0728fcd0f1fea2ceca41907de96c3e9277faf,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4839,0.050301,-21.826441586088,2.9440540577279997,2903b0fba6a03590dd6f6dec014fa8c51bfcedbb1a3f1aadd9f9926fcdb5cc7d,4839,4539,True,True,4838,0.050301,-21.826441586088,2.936761406816,4768418960f2d24f3d7fba934a07505236e4b670fd9c7e93763fde8ab43886d6,4838,4538,True
SZV/IL_25_z2-20,15,39.0,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,39,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,3321427e5a7615dc07a1e4174cf58f30070f65a3fe51df25bef02aecbfde701a,2344,1250,997,97,2.2,290cc1d9e909f6617befc5120b4e8f98128ec26d6349f0c3b7fc3ec9859375ce,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4843,0.049949,-21.796481852303998,2.96835382364,c703ab483cd601fc89f1f6e6380f1ff5f61e8484dfbcae169d1d7a3599436280,4843,4543,True,True,4842,0.049949,-21.796481852303998,2.962666644384,b8259dc1fbbf31e533b3e714c2e7fd47527d97b09bca4a748db3ad88a5d761c5,4842,4542,True
SZV/IL_25_z2-20,16,39.6,True,True,,ENERGY,SZV-MOLOPT-GTH,False,False,,,,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2348,1250,1001,97,2.2,239b0e3b920d0c77450731c56eb7b78dacb8bb61d3f6f5cb5937ab842422f1de,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,False,,,,,,,,,False,,,,,,,,
SZV/IL_25_z2-20,17,40.2,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,36,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,0f090a9a78ec0e2e76932111146b7d390f878afef0abf08fbed7eae290d294fc,2342,1250,996,96,2.2,21ad221966229de2d6afae00e39270da6c0cd457aa5e752c93f2639e549b14ab,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4840,0.050247,-21.808427649880002,2.9535236193600003,ae65026d1af84054c1840683c88be4525e9b90fa46937e7d24c6fb4c75dade69,4840,4540,True,True,4840,0.050247,-21.808427649880002,2.9535236193600003,ae65026d1af84054c1840683c88be4525e9b90fa46937e7d24c6fb4c75dade69,4840,4540,True
SZV/IL_25_z2-20,18,40.8,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,29,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,8f2bf5528790b3cc59994cc34df0e4d32ba75552c65f84512796585b8ee90626,2336,1250,990,96,2.2,5aa034a19f6277201391e4be032cc3cf20aabd3fb1c176164ac8a7e6d62c93d7,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4828,0.049038,-21.803910560136,2.976326759152,57b6306f0b584210725e8680c8ef0778fd2b3f47b19126ad84ba2bf8ce01d327,4828,4528,True,True,4828,0.049038,-21.803910560136,2.976326759152,57b6306f0b584210725e8680c8ef0778fd2b3f47b19126ad84ba2bf8ce01d327,4828,4528,True
SZV/IL_25_z2-20,19,41.4,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,32,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,44585e25acbd3304385cb734ad28b3737a5528e57bb07e7694bc7531f18c2bf9,2334,1250,988,96,2.2,34844f9d2dba7f580a8d775dd7af7f593a132891bf3e3785f614d724c6257e32,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4824,0.049603,-21.815230495879998,2.9675646935039994,61a63e4663b51bd68694bf1d2af79596a27d70737401f28bb559435ad03fc64b,4824,4524,True,True,4824,0.049603,-21.815230495879998,2.9675646935039994,61a63e4663b51bd68694bf1d2af79596a27d70737401f28bb559435ad03fc64b,4824,4524,True
SZV/IL_25_z2-20,1,30.6,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,31,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,3d613e3720400fe86e6e995b62dd66a07ea4d6380010df2a2e2f9f87b3fa97d8,2358,1250,1009,99,2.2,b3982df5e071147955de345a2af5f1a3659ad567adb47b819e010f1f40724094,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4868,0.049666,-21.752154507768,2.9445438626399993,b265e3ac37172cc665e29894537995048710bf21703bb7c17fe71e2dcd1b6e65,4868,4568,True,True,4867,0.049666,-21.752154507768,2.941332919328,310b486fce952c359021e5dbfc0aeb33029b40aaf9b08f07b29e301a4f12837b,4867,4567,True
SZV/IL_25_z2-20,20,42.0,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,37,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,257f3679a2ab180f5979abda7b86e2867acdcccb7dcf3c15e620b9e11de7042f,2334,1250,989,95,2.2,11736b24d10bc799c52a096ec677b724e4c1335191c6eca14038ee9907d31ab3,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4826,0.049903,-21.817489040751997,2.9550202454799996,9928b705279afc354058b02038488d7c6dddffee6db230723e7bafca651a9587,4826,4526,True,True,4825,0.049903,-21.817461829368,2.9374144800319995,3d254cb6b4b80ade9cf8beb0bfc44c41fe394cd5c4df06972a2357712d096b37,4825,4525,True
SZV/IL_25_z2-20,21,42.6,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,60,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,9a907f0614d1e3c6c1265d287f6456f9d6f92dbbc9321ef3215621034068f887,2334,1250,989,95,2.2,926416a1326781edea33387c233b3a2d08e5bd966db74299cf38d8aa3a60fd42,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4826,0.050158,-21.833570968695998,2.9167882509599994,3be8c75b4be06aaa0df6c39502dbd50fbf700ffa178a487f6a5af3e5d1e24c70,4826,4526,True,True,4825,0.050158,-21.833570968695998,2.9050057216879996,bc94637920931a0df0946285c052e36669de78aac95e29a007ca55512c4a5e88,4825,4525,True
SZV/IL_25_z2-20,22,43.2,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,42,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,fc12bfdaae39588fddf315c128d00e3253da728665d3e0c563058de5d39cbd98,2332,1250,988,94,2.2,ddce68b5fa35576dff53343e0eb524cc48b5c348e44419ec070afaccd9858407,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4823,0.050725,-21.842795627871997,2.8905836881680003,7a7f5a1aca8975a8d9f7bbfc080eef25abeac2e7e993797b466082f52eb1ab61,4823,4523,True,True,4823,0.050725,-21.842795627871997,2.8905836881680003,7a7f5a1aca8975a8d9f7bbfc080eef25abeac2e7e993797b466082f52eb1ab61,4823,4523,True
SZV/IL_25_z2-20,23,43.8,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,50,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,88c4499f0dac38db2c5300d459fa869b8da5f38d94e801e740549eefa7ef5162,2328,1250,985,93,2.2,81344f78600dc614ceac9eef11fc43e8ba018ea1b18b6bf712cfa0911504f3c9,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4817,0.050094,-21.831992708424,2.9147473971599998,57b2082fa779181668c7756abb97f579b15bad0a79ec4a34986217e775e5cc48,4817,4517,True,True,4816,0.050094,-21.83196549704,2.904053323248,4d61893c72d697fe2382247dc17ef9146ea681766df1f95791e4e351ebb4df6d,4816,4516,True
SZV/IL_25_z2-20,24,44.4,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,42,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,94a1e214696018ad2b3ba05f1889661fee4c5ff49234c74bab2c24e0a29b25ea,2330,1250,986,94,2.2,556485ed00fe49eed56c789ff8a2d21ef4cbfc0034e852fdffbb02f158d4f8e2,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4819,0.049931,-21.821543536968,2.8904476312479996,36fc087411686026a11c4607fe0dacd1bd2123b7c4db8aaeb5d207f05a4955e7,4819,4519,True,True,4819,0.049931,-21.821543536968,2.8904476312479996,36fc087411686026a11c4607fe0dacd1bd2123b7c4db8aaeb5d207f05a4955e7,4819,4519,True
SZV/IL_25_z2-20,25,45.0,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,41,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,44d675b202e213ec74a1d2106967ac72d8219b486e77cb8233f7928fa7d08f12,2328,1250,984,94,2.2,1d690198429560ddbb46d145f869d29ef514133ea5d7b645329337f7a835e72a,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4815,0.049826,-21.823040163088002,2.868324776056,a422ff261027d37571b27e4a8666ef98661926fa542f70dd3fea84dd5dbb6a46,4815,4515,True,True,4815,0.049826,-21.823040163088002,2.868324776056,a422ff261027d37571b27e4a8666ef98661926fa542f70dd3fea84dd5dbb6a46,4815,4515,True
SZV/IL_25_z2-20,26,45.6,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,False,False,,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,f7887d4f9d3c84de0bc9c98bea5875808befd1267e93b3010d9f99884e64bdf3,2324,1250,983,91,2.2,b5c2529c214a8f56dbad4b6f8e63a1323d7f31694456a400bc712d95c2c07ef2,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,False,,,,,,,,,False,,,,,,,,
SZV/IL_25_z2-20,27,46.2,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,False,False,,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,32f2005789f8ad0d5e7746edd89019363da83856f9c80dae3bf21647a06c89f3,2324,1250,983,91,2.2,f51e500e7b292cd2de2b31bf5d3caba94f00e8ee8dbcc6dcc26274b5d8ff69d5,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,False,,,,,,,,,False,,,,,,,,
SZV/IL_25_z2-20,28,46.8,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,False,False,,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,bf45c829ab4b1062a8ace4abe46dcd842652b1f9f75d500305d667b4fe2cd5e7,2322,1250,981,91,2.2,886d3a63d377b2bb0f951208e1cf7bfb02bc04ba208ba8b7c39dc50253e40427,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,False,,,,,,,,,False,,,,,,,,
SZV/IL_25_z2-20,29,47.4,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,51,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,db70d95fd85b3c7c56a31a7324a48007b6c0bfa4f8b8d8b4c46f94bf99829cf6,2318,1250,978,90,2.2,c339cd04096d106fb6da601773441b38e9e1c2ff54ec008bd04d4e204e7bddb7,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4801,0.048186,-21.79101236412,2.842582806792,af3a758c428937061a01552483430409be13799d72a9911ec8235ae54bd99d12,4801,4501,True,True,4801,0.048186,-21.79101236412,2.842582806792,d28b53f96bc373ee7856b703a70443bc6654301108939043448c4658f26c5729,4801,4501,True
SZV/IL_25_z2-20,2,31.2,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,620,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,c07847a9609d8ce53e0c99bab8db53647b26d2d2604b6471f2a9aed4992ec28f,2352,1250,1005,97,2.2,26c18f6593c6f4fe0786e1492d614056ea77b53e15a489c851d82c613c8b99d6,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4859,0.049324,-21.749079621376,2.940924748568,a83e8700ba524b85db33ff3f2f64973946f791fdfa49a51459165deb9e73cda7,4859,4559,True,True,4858,0.049324,-21.749079621376,2.9381219760159993,ce038840434f4bf676e3e368419d5f6301136ac7591e92f965b28764fecba555,4858,4558,True
SZV/IL_25_z2-20,30,48.0,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,57,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,5d005f548f5c88b369b08bb0aa3aaef4aeb8a0aa8a1aa559f81be51fd72e406c,2318,1250,978,90,2.2,6cc25cdd20e7c5746a346004cfe45081aeec4fbbdf41c107583535e3eb6cb947,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4801,0.048236,-21.796835600295996,2.8325418060959997,fd213016d79ffc9ec80595bfefff8152d0f47fa420ecf6f3d5576cd144d02622,4801,4501,True,True,4801,0.048236,-21.796835600295996,2.8325418060959997,f173036959921bfb40decbc20a3b6e3533f1390e60e6af524d3d2c94c61f70a3,4801,4501,True
SZV/IL_25_z2-20,31,48.6,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,True,True,52,1,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,1292dad36eb89de7776771588ca4592421bdba7d9f39396d12b7c00d57412263,2320,1250,980,90,2.2,19ebcc0bd42e414bb04a33a2f8dccf42153770ceb1115ac3d8f41657bd134b39,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,True,4805,0.048088,-21.78570614424,2.8220382118719995,7669acf27b5ae4dbc3771f84951856e1eafe1449365c7f5bea5c11be6bcd1fe8,4805,4505,True,True,4805,0.048088,-21.78570614424,2.8220382118719995,14c2a1540fbc5883be4241efc38d75a5abc2b3183db7494d71e67c66581d0515,4805,4505,True
SZV/IL_25_z2-20,32,49.2,True,True,2023.1,ENERGY,SZV-MOLOPT-GTH,False,False,,2,20.0,89f71ff0bc9d2596c883382392566210d7cb0503e557a3540af4740081b843c3,7d994767849c1e0b8793e81229f6d7ff90adcb78b6ef4736e830cb99e0406f27,2314,1250,975,89,2.2,91f0d5744ab1ee51abe7879a24ba498c18999e6e6184be7441442d4433e19130,300,5,1.0E-10,1.0E-5,6000,ATOMIC,300,[K]  300,XYZ,False,,,,,,,,,False,,,,,,,,
